pad,x,y,scale,direction,cobo,asad,aget,channel,cy,cx
5158,-137.43059,-2.1253281,0.5,0,8,3,2,31,137.43059,2.8337707996239856
5159,-134.97647,-6.3759847,0.5,0,8,2,2,8,134.97647,7.084427399623985
5160,-134.97647,-2.1253281,0.5,1,8,3,2,33,134.97647,1.4168854003760143
5161,-132.52235,-2.1253281,0.5,0,8,3,2,37,132.52235,2.8337707996239856
5162,-132.52235,-6.3759847,0.5,1,8,2,2,4,132.52235,5.667542000376015
5163,-130.06824,-2.1253281,0.5,1,8,3,2,39,130.06824,1.4168854003760143
5164,-130.06824,-6.3759847,0.5,0,8,2,3,66,130.06824,7.084427399623985
5165,-127.61411,-6.3759847,0.5,1,8,3,3,59,127.61411,5.667542000376015
5166,-127.61411,-2.1253281,0.5,0,8,3,2,41,127.61411,2.8337707996239856
5167,-125.16,-6.3759847,0.5,0,8,3,3,63,125.16,7.084427399623985
5168,-125.16,-2.1253281,0.5,1,8,3,2,43,125.16,1.4168854003760143
5169,-122.70588,-2.1253281,0.5,0,8,3,2,46,122.70588,2.8337707996239856
5170,-122.70588,-6.3759847,0.5,1,8,3,3,57,122.70588,5.667542000376015
5171,-120.25176,-2.1253281,0.5,1,8,3,3,10,120.25176,1.4168854003760143
5172,-120.25176,-6.3759847,0.5,0,8,3,3,67,120.25176,7.084427399623985
5173,-117.79765,-6.3759847,0.5,1,8,3,2,5,117.79765,5.667542000376015
5174,-117.79765,-2.1253281,0.5,0,8,3,3,19,117.79765,2.8337707996239856
5175,-115.34353,-6.3759847,0.5,0,8,3,2,9,115.34353,7.084427399623985
5176,-115.34353,-2.1253281,0.5,1,8,2,3,32,115.34353,1.4168854003760143
5177,-112.88941,-2.1253281,0.5,0,8,2,3,28,112.88941,2.8337707996239856
5178,-112.88941,-6.3759847,0.5,1,8,3,2,14,112.88941,5.667542000376015
5179,-110.43529,-2.1253281,0.5,1,8,2,3,24,110.43529,1.4168854003760143
5180,-110.43529,-6.3759847,0.5,0,8,3,2,23,110.43529,7.084427399623985
5181,-107.98117,-6.3759847,0.5,1,8,3,2,25,107.98117,5.667542000376015
5182,-107.98117,-2.1253281,0.5,0,8,3,2,27,107.98117,2.8337707996239856
5183,-105.52705,-6.3759847,0.5,0,4,1,1,21,105.52705,7.084427399623985
5184,-105.52705,-2.1253281,0.5,1,4,1,1,44,105.52705,1.4168854003760143
5185,-103.07294,-2.1253281,0.5,0,4,1,1,30,103.07294,2.8337707996239856
5186,-103.07294,-6.3759847,0.5,1,4,1,0,46,103.07294,5.667542000376015
5187,-100.61882,-2.1253281,0.5,1,4,1,1,26,100.61882,1.4168854003760143
5188,-100.61882,-6.3759847,0.5,0,4,1,0,35,100.61882,7.084427399623985
5189,-98.164703,-6.3759847,0.5,1,4,1,0,29,98.164703,5.667542000376015
5190,-98.164703,-2.1253281,0.5,0,4,1,1,32,98.164703,2.8337707996239856
5191,-95.710587,-6.3759847,0.5,0,4,1,0,27,95.710587,7.084427399623985
5192,-95.710587,-2.1253281,0.5,1,4,1,1,51,95.710587,1.4168854003760143
5193,-93.25647,-2.1253281,0.5,0,4,1,0,57,93.25647,2.8337707996239856
5194,-93.25647,-6.3759847,0.5,1,4,1,0,4,93.25647,5.667542000376015
5195,-90.802353,-2.1253281,0.5,1,4,1,1,63,90.802353,1.4168854003760143
5196,-90.802353,-6.3759847,0.5,0,4,1,0,8,90.802353,7.084427399623985
5197,-88.348236,-6.3759847,0.5,1,4,1,1,59,88.348236,5.667542000376015
5198,-88.348236,-2.1253281,0.5,0,4,1,1,52,88.348236,2.8337707996239856
5199,-85.894112,-6.3759847,0.5,0,4,1,1,43,85.894112,7.084427399623985
5200,-85.894112,-2.1253281,0.5,1,4,1,1,41,85.894112,1.4168854003760143
5201,-83.439995,-2.1253281,0.5,0,4,1,1,29,83.439995,2.8337707996239856
5202,-83.439995,-6.3759847,0.5,1,4,1,1,33,83.439995,5.667542000376015
5203,-80.985878,-2.1253281,0.5,1,4,1,1,27,80.985878,1.4168854003760143
5204,-80.985878,-6.3759847,0.5,0,4,1,1,18,80.985878,7.084427399623985
5205,-78.531761,-6.3759847,0.5,1,4,1,1,0,78.531761,5.667542000376015
5206,-78.531761,-2.1253281,0.5,0,4,1,1,14,78.531761,2.8337707996239856
5207,-76.077644,-6.3759847,0.5,0,4,1,2,62,76.077644,7.084427399623985
5208,-76.077644,-2.1253281,0.5,1,4,1,1,6,76.077644,1.4168854003760143
5209,-73.623528,-2.1253281,0.5,0,4,1,1,4,73.623528,2.8337707996239856
5210,-73.623528,-6.3759847,0.5,1,4,1,2,55,73.623528,5.667542000376015
5211,-71.169411,-2.1253281,0.5,1,4,1,1,2,71.169411,1.4168854003760143
5212,-71.169411,-6.3759847,0.5,0,4,1,2,60,71.169411,7.084427399623985
5213,-68.715294,-6.3759847,0.5,1,4,1,2,47,68.715294,5.667542000376015
5214,-68.715294,-2.1253281,0.5,0,4,1,2,64,68.715294,2.8337707996239856
5215,-66.261177,-6.3759847,0.5,0,4,1,2,40,66.261177,7.084427399623985
5216,-66.261177,-2.1253281,0.5,1,4,1,2,53,66.261177,1.4168854003760143
5217,-63.807056,-2.1253281,0.5,0,4,1,2,49,63.807056,2.8337707996239856
5218,-63.807056,-6.3759847,0.5,1,4,1,2,34,63.807056,5.667542000376015
5219,-61.35294,-2.1253281,0.5,1,4,1,2,44,61.35294,1.4168854003760143
5220,-61.35294,-6.3759847,0.5,0,4,1,2,30,61.35294,7.084427399623985
5221,-58.898823,-6.3759847,0.5,1,4,1,2,21,58.898823,5.667542000376015
5222,-58.898823,-2.1253281,0.5,0,4,1,2,28,58.898823,2.8337707996239856
5223,-56.444706,-6.3759847,0.5,0,4,1,2,4,56.444706,7.084427399623985
5224,-56.444706,-2.1253281,0.5,1,4,1,2,26,56.444706,1.4168854003760143
5225,-53.990585,-2.1253281,0.5,0,4,1,2,19,53.990585,2.8337707996239856
5226,-53.990585,-6.3759847,0.5,1,4,1,2,0,53.990585,5.667542000376015
5227,-51.536469,-2.1253281,0.5,1,4,1,2,17,51.536469,1.4168854003760143
5228,-51.536469,-6.3759847,0.5,0,4,1,3,60,51.536469,7.084427399623985
5229,-49.082352,-6.3759847,0.5,1,4,1,3,41,49.082352,5.667542000376015
5230,-49.082352,-2.1253281,0.5,0,4,1,2,13,49.082352,2.8337707996239856
5231,-46.628235,-6.3759847,0.5,0,4,1,3,35,46.628235,7.084427399623985
5232,-46.628235,-2.1253281,0.5,1,4,1,2,8,46.628235,1.4168854003760143
5233,-44.174118,-2.1253281,0.5,0,2,0,2,37,44.174118,2.8337707996239856
5234,-44.174118,-6.3759847,0.5,1,2,0,2,46,44.174118,5.667542000376015
5235,-41.719997,-2.1253281,0.5,1,2,0,2,25,41.719997,1.4168854003760143
5236,-41.719997,-6.3759847,0.5,0,2,0,2,23,41.719997,7.084427399623985
5237,-39.265881,-6.3759847,0.5,1,2,0,2,18,39.265881,5.667542000376015
5238,-39.265881,-2.1253281,0.5,0,2,0,2,29,39.265881,2.8337707996239856
5239,-36.811764,-6.3759847,0.5,0,2,0,2,12,36.811764,7.084427399623985
5240,-36.811764,-2.1253281,0.5,1,2,0,2,31,36.811764,1.4168854003760143
5241,-34.357647,-2.1253281,0.5,0,2,0,2,62,34.357647,2.8337707996239856
5242,-34.357647,-6.3759847,0.5,1,2,0,2,7,34.357647,5.667542000376015
5243,-31.903528,-2.1253281,0.5,1,2,0,3,23,31.903528,1.4168854003760143
5244,-31.903528,-6.3759847,0.5,0,2,0,3,29,31.903528,7.084427399623985
5245,-29.449411,-6.3759847,0.5,1,2,0,3,16,29.449411,5.667542000376015
5246,-29.449411,-2.1253281,0.5,0,2,0,3,35,29.449411,2.8337707996239856
5247,-26.995293,-6.3759847,0.5,0,2,0,3,12,26.995293,7.084427399623985
5248,-26.995293,-2.1253281,0.5,1,2,0,3,37,26.995293,1.4168854003760143
5249,-24.541176,-2.1253281,0.5,0,2,0,3,39,24.541176,2.8337707996239856
5250,-24.541176,-6.3759847,0.5,1,2,0,3,7,24.541176,5.667542000376015
5251,-22.087059,-2.1253281,0.5,1,2,0,3,50,22.087059,1.4168854003760143
5252,-22.087059,-6.3759847,0.5,0,2,0,3,33,22.087059,7.084427399623985
5253,-19.63294,-6.3759847,0.5,1,4,0,2,60,19.63294,5.667542000376015
5254,-19.63294,-2.1253281,0.5,0,2,0,3,52,19.63294,2.8337707996239856
5255,-17.178823,-6.3759847,0.5,0,4,0,2,62,17.178823,7.084427399623985
5256,-17.178823,-2.1253281,0.5,1,2,0,3,63,17.178823,1.4168854003760143
5257,-14.724706,-2.1253281,0.5,0,2,0,3,59,14.724706,2.8337707996239856
5258,-14.724706,-6.3759847,0.5,1,4,0,1,10,14.724706,5.667542000376015
5259,-12.270588,-2.1253281,0.5,1,2,0,2,0,12.270588,1.4168854003760143
5260,-12.270588,-6.3759847,0.5,0,4,0,1,13,12.270588,7.084427399623985
5261,-9.8164701,-6.3759847,0.5,1,4,0,1,21,9.8164701,5.667542000376015
5262,-9.8164701,-2.1253281,0.5,0,2,0,3,66,9.8164701,2.8337707996239856
5263,-7.3623528,-6.3759847,0.5,0,4,0,1,24,7.3623528,7.084427399623985
5264,-7.3623528,-2.1253281,0.5,1,4,0,2,64,7.3623528,1.4168854003760143
5265,-4.9082351,-2.1253281,0.5,0,1,3,2,44,4.9082351,2.8337707996239856
5266,-4.9082351,-6.3759847,0.5,1,1,3,2,42,4.9082351,5.667542000376015
5267,-2.4541175,-2.1253281,0.5,1,1,3,2,47,2.4541175,1.4168854003760143
5268,-2.4541175,-6.3759847,0.5,0,1,2,2,62,2.4541175,7.084427399623985
5269,0.0,-6.3759847,0.5,1,1,2,2,60,-0.0,5.667542000376015
5270,0.0,-2.1253281,0.5,0,1,1,2,59,-0.0,2.8337707996239856
5271,2.4541175,-6.3759847,0.5,0,1,1,2,61,-2.4541175,7.084427399623985
5272,2.4541175,-2.1253281,0.5,1,1,0,2,46,-2.4541175,1.4168854003760143
5273,4.9082351,-2.1253281,0.5,0,1,0,2,43,-4.9082351,2.8337707996239856
5274,4.9082351,-6.3759847,0.5,1,1,0,2,41,-4.9082351,5.667542000376015
5275,7.3623528,-2.1253281,0.5,1,3,1,2,63,-7.3623528,1.4168854003760143
5276,7.3623528,-6.3759847,0.5,0,3,1,1,23,-7.3623528,7.084427399623985
5277,9.8164701,-6.3759847,0.5,1,3,1,1,20,-9.8164701,5.667542000376015
5278,9.8164701,-2.1253281,0.5,0,0,3,3,65,-9.8164701,2.8337707996239856
5279,12.270588,-6.3759847,0.5,0,3,1,1,12,-12.270588,7.084427399623985
5280,12.270588,-2.1253281,0.5,1,0,3,3,67,-12.270588,1.4168854003760143
5281,14.724706,-2.1253281,0.5,0,0,3,3,60,-14.724706,2.8337707996239856
5282,14.724706,-6.3759847,0.5,1,3,1,1,10,-14.724706,5.667542000376015
5283,17.178823,-2.1253281,0.5,1,0,3,3,64,-17.178823,1.4168854003760143
5284,17.178823,-6.3759847,0.5,0,3,1,2,61,-17.178823,7.084427399623985
5285,19.63294,-6.3759847,0.5,1,3,1,2,59,-19.63294,5.667542000376015
5286,19.63294,-2.1253281,0.5,0,0,3,3,53,-19.63294,2.8337707996239856
5287,22.087059,-6.3759847,0.5,0,0,3,3,34,-22.087059,7.084427399623985
5288,22.087059,-2.1253281,0.5,1,0,3,3,51,-22.087059,1.4168854003760143
5289,24.541176,-2.1253281,0.5,0,0,3,3,40,-24.541176,2.8337707996239856
5290,24.541176,-6.3759847,0.5,1,0,3,3,8,-24.541176,5.667542000376015
5291,26.995293,-2.1253281,0.5,1,0,3,3,38,-26.995293,1.4168854003760143
5292,26.995293,-6.3759847,0.5,0,0,3,3,13,-26.995293,7.084427399623985
5293,29.449411,-6.3759847,0.5,1,0,3,3,17,-29.449411,5.667542000376015
5294,29.449411,-2.1253281,0.5,0,0,3,3,36,-29.449411,2.8337707996239856
5295,31.903528,-6.3759847,0.5,0,0,3,3,30,-31.903528,7.084427399623985
5296,31.903528,-2.1253281,0.5,1,0,3,3,24,-31.903528,1.4168854003760143
5297,34.357647,-2.1253281,0.5,0,0,3,2,61,-34.357647,2.8337707996239856
5298,34.357647,-6.3759847,0.5,1,0,3,2,8,-34.357647,5.667542000376015
5299,36.811764,-2.1253281,0.5,1,0,3,2,32,-36.811764,1.4168854003760143
5300,36.811764,-6.3759847,0.5,0,0,3,2,13,-36.811764,7.084427399623985
5301,39.265881,-6.3759847,0.5,1,0,3,2,19,-39.265881,5.667542000376015
5302,39.265881,-2.1253281,0.5,0,0,3,2,30,-39.265881,2.8337707996239856
5303,41.719997,-6.3759847,0.5,0,0,3,2,24,-41.719997,7.084427399623985
5304,41.719997,-2.1253281,0.5,1,0,3,2,26,-41.719997,1.4168854003760143
5305,44.174118,-2.1253281,0.5,0,0,3,2,38,-44.174118,2.8337707996239856
5306,44.174118,-6.3759847,0.5,1,0,3,2,47,-44.174118,5.667542000376015
5307,46.628235,-2.1253281,0.5,1,3,0,2,7,-46.628235,1.4168854003760143
5308,46.628235,-6.3759847,0.5,0,3,0,3,36,-46.628235,7.084427399623985
5309,49.082352,-6.3759847,0.5,1,3,0,3,42,-49.082352,5.667542000376015
5310,49.082352,-2.1253281,0.5,0,3,0,2,12,-49.082352,2.8337707996239856
5311,51.536469,-6.3759847,0.5,0,3,0,3,59,-51.536469,7.084427399623985
5312,51.536469,-2.1253281,0.5,1,3,0,2,16,-51.536469,1.4168854003760143
5313,53.990585,-2.1253281,0.5,0,3,0,2,18,-53.990585,2.8337707996239856
5314,53.990585,-6.3759847,0.5,1,3,0,3,67,-53.990585,5.667542000376015
5315,56.444706,-2.1253281,0.5,1,3,0,2,25,-56.444706,1.4168854003760143
5316,56.444706,-6.3759847,0.5,0,3,0,2,3,-56.444706,7.084427399623985
5317,58.898823,-6.3759847,0.5,1,3,0,2,20,-58.898823,5.667542000376015
5318,58.898823,-2.1253281,0.5,0,3,0,2,27,-58.898823,2.8337707996239856
5319,61.35294,-6.3759847,0.5,0,3,0,2,29,-61.35294,7.084427399623985
5320,61.35294,-2.1253281,0.5,1,3,0,2,43,-61.35294,1.4168854003760143
5321,63.807056,-2.1253281,0.5,0,3,0,2,48,-63.807056,2.8337707996239856
5322,63.807056,-6.3759847,0.5,1,3,0,2,33,-63.807056,5.667542000376015
5323,66.261177,-2.1253281,0.5,1,3,0,2,52,-66.261177,1.4168854003760143
5324,66.261177,-6.3759847,0.5,0,3,0,2,39,-66.261177,7.084427399623985
5325,68.715294,-6.3759847,0.5,1,3,0,2,46,-68.715294,5.667542000376015
5326,68.715294,-2.1253281,0.5,0,3,0,2,63,-68.715294,2.8337707996239856
5327,71.169411,-6.3759847,0.5,0,3,0,2,59,-71.169411,7.084427399623985
5328,71.169411,-2.1253281,0.5,1,3,0,1,1,-71.169411,1.4168854003760143
5329,73.623528,-2.1253281,0.5,0,3,0,1,3,-73.623528,2.8337707996239856
5330,73.623528,-6.3759847,0.5,1,3,0,2,54,-73.623528,5.667542000376015
5331,76.077644,-2.1253281,0.5,1,3,0,1,5,-76.077644,1.4168854003760143
5332,76.077644,-6.3759847,0.5,0,3,0,2,61,-76.077644,7.084427399623985
5333,78.531761,-6.3759847,0.5,1,3,0,2,67,-78.531761,5.667542000376015
5334,78.531761,-2.1253281,0.5,0,3,0,1,15,-78.531761,2.8337707996239856
5335,80.985878,-6.3759847,0.5,0,3,0,1,19,-80.985878,7.084427399623985
5336,80.985878,-2.1253281,0.5,1,3,0,1,28,-80.985878,1.4168854003760143
5337,83.439995,-2.1253281,0.5,0,3,0,1,30,-83.439995,2.8337707996239856
5338,83.439995,-6.3759847,0.5,1,3,0,1,34,-83.439995,5.667542000376015
5339,85.894112,-2.1253281,0.5,1,3,0,1,42,-85.894112,1.4168854003760143
5340,85.894112,-6.3759847,0.5,0,3,0,1,44,-85.894112,7.084427399623985
5341,88.348236,-6.3759847,0.5,1,3,0,1,60,-88.348236,5.667542000376015
5342,88.348236,-2.1253281,0.5,0,3,0,1,53,-88.348236,2.8337707996239856
5343,90.802353,-6.3759847,0.5,0,3,0,0,7,-90.802353,7.084427399623985
5344,90.802353,-2.1253281,0.5,1,3,0,1,64,-90.802353,1.4168854003760143
5345,93.25647,-2.1253281,0.5,0,3,0,0,58,-93.25647,2.8337707996239856
5346,93.25647,-6.3759847,0.5,1,3,0,0,3,-93.25647,5.667542000376015
5347,95.710587,-2.1253281,0.5,1,3,0,1,50,-95.710587,1.4168854003760143
5348,95.710587,-6.3759847,0.5,0,3,0,0,28,-95.710587,7.084427399623985
5349,98.164703,-6.3759847,0.5,1,3,0,0,30,-98.164703,5.667542000376015
5350,98.164703,-2.1253281,0.5,0,3,0,1,31,-98.164703,2.8337707996239856
5351,100.61882,-6.3759847,0.5,0,3,0,0,36,-100.61882,7.084427399623985
5352,100.61882,-2.1253281,0.5,1,3,0,1,25,-100.61882,1.4168854003760143
5353,103.07294,-2.1253281,0.5,0,3,0,1,29,-103.07294,2.8337707996239856
5354,103.07294,-6.3759847,0.5,1,3,0,0,47,-103.07294,5.667542000376015
5355,105.52705,-2.1253281,0.5,1,3,0,1,43,-105.52705,1.4168854003760143
5356,105.52705,-6.3759847,0.5,0,3,0,1,20,-105.52705,7.084427399623985
5357,107.98117,-6.3759847,0.5,1,6,0,2,26,-107.98117,5.667542000376015
5358,107.98117,-2.1253281,0.5,0,6,0,2,28,-107.98117,2.8337707996239856
5359,110.43529,-6.3759847,0.5,0,6,0,2,24,-110.43529,7.084427399623985
5360,110.43529,-2.1253281,0.5,1,6,1,3,23,-110.43529,1.4168854003760143
5361,112.88941,-2.1253281,0.5,0,6,1,3,27,-112.88941,2.8337707996239856
5362,112.88941,-6.3759847,0.5,1,6,0,2,15,-112.88941,5.667542000376015
5363,115.34353,-2.1253281,0.5,1,6,1,3,31,-115.34353,1.4168854003760143
5364,115.34353,-6.3759847,0.5,0,6,0,2,10,-115.34353,7.084427399623985
5365,117.79765,-6.3759847,0.5,1,6,0,2,6,-117.79765,5.667542000376015
5366,117.79765,-2.1253281,0.5,0,6,0,3,18,-117.79765,2.8337707996239856
5367,120.25176,-6.3759847,0.5,0,6,0,2,0,-120.25176,7.084427399623985
5368,120.25176,-2.1253281,0.5,1,6,0,3,9,-120.25176,1.4168854003760143
5369,122.70588,-2.1253281,0.5,0,6,0,2,47,-122.70588,2.8337707996239856
5370,122.70588,-6.3759847,0.5,1,6,0,3,58,-122.70588,5.667542000376015
5371,125.16,-2.1253281,0.5,1,6,0,2,44,-125.16,1.4168854003760143
5372,125.16,-6.3759847,0.5,0,6,0,3,64,-125.16,7.084427399623985
5373,127.61411,-6.3759847,0.5,1,6,0,3,60,-127.61411,5.667542000376015
5374,127.61411,-2.1253281,0.5,0,6,0,2,42,-127.61411,2.8337707996239856
5375,130.06824,-6.3759847,0.5,0,6,1,3,65,-130.06824,7.084427399623985
5376,130.06824,-2.1253281,0.5,1,6,0,2,40,-130.06824,1.4168854003760143
5377,132.52235,-2.1253281,0.5,0,6,0,2,38,-132.52235,2.8337707996239856
5378,132.52235,-6.3759847,0.5,1,6,1,2,3,-132.52235,5.667542000376015
5379,134.97647,-2.1253281,0.5,1,6,0,2,34,-134.97647,1.4168854003760143
5380,134.97647,-6.3759847,0.5,0,6,1,2,7,-134.97647,7.084427399623985
5381,137.43059,-6.3759847,0.5,1,6,1,3,6,-137.43059,5.667542000376015
5382,137.43059,-2.1253281,0.5,0,6,0,2,32,-137.43059,2.8337707996239856
5383,139.8847,-6.3759847,0.5,0,6,1,3,10,-139.8847,7.084427399623985
5384,139.8847,-2.1253281,0.5,1,6,0,2,30,-139.8847,1.4168854003760143
5385,142.33882,-2.1253281,0.5,0,6,1,3,35,-142.33882,2.8337707996239856
5386,142.33882,-6.3759847,0.5,1,6,1,3,15,-142.33882,5.667542000376015
5387,144.79294,-2.1253281,0.5,1,6,1,3,41,-144.79294,1.4168854003760143
5388,144.79294,-6.3759847,0.5,0,6,1,3,19,-144.79294,7.084427399623985
5389,147.24706,-6.3759847,0.5,1,6,1,3,24,-147.24706,5.667542000376015
5390,147.24706,-2.1253281,0.5,0,6,1,3,46,-147.24706,2.8337707996239856
5391,149.70117,-6.3759847,0.5,0,6,1,3,32,-149.70117,7.084427399623985
5392,149.70117,-2.1253281,0.5,1,6,1,3,50,-149.70117,1.4168854003760143
5393,152.15529,-2.1253281,0.5,0,6,1,3,57,-152.15529,2.8337707996239856
5394,152.15529,-6.3759847,0.5,1,6,1,3,38,-152.15529,5.667542000376015
5395,154.60941,-2.1253281,0.5,1,6,1,3,61,-154.60941,1.4168854003760143
5396,157.06352,-4.2506561,1.0,0,6,0,3,62,-157.06352,5.667541499247971
5397,161.97176,-4.2506561,1.0,1,6,0,3,32,-161.97176,2.8337707007520283
5398,166.87999,-4.2506561,1.0,0,6,1,3,28,-166.87999,5.667541499247971
5399,171.78822,-4.2506561,1.0,1,6,1,3,2,-171.78822,2.8337707007520283
5400,176.69647,-4.2506561,1.0,0,6,1,3,4,-176.69647,5.667541499247971
5401,181.60471,-4.2506561,1.0,1,6,1,3,55,-181.60471,2.8337707007520283
5402,186.51294,-4.2506561,1.0,0,6,1,3,36,-186.51294,5.667541499247971
5403,191.42117,-4.2506561,1.0,1,6,1,3,51,-191.42117,2.8337707007520283
5404,196.32941,-4.2506561,1.0,0,6,1,2,0,-196.32941,5.667541499247971
5405,201.23764,-4.2506561,1.0,1,6,1,2,15,-201.23764,2.8337707007520283
5406,206.14587,-4.2506561,1.0,0,6,1,2,44,-206.14587,5.667541499247971
5407,211.05411,-4.2506561,1.0,1,6,1,2,62,-211.05411,2.8337707007520283
5408,215.96234,-4.2506561,1.0,0,6,1,2,64,-215.96234,5.667541499247971
5409,220.87057,-4.2506561,1.0,1,6,1,1,6,-220.87057,2.8337707007520283
5410,225.77882,-4.2506561,1.0,0,6,1,1,8,-225.77882,5.667541499247971
5411,230.68706,-4.2506561,1.0,1,6,1,1,19,-230.68706,2.8337707007520283
5412,235.59529,-4.2506561,1.0,0,6,1,1,59,-235.59529,5.667541499247971
5413,240.50352,-4.2506561,1.0,1,6,1,1,36,-240.50352,2.8337707007520283
5414,245.41176,-4.2506561,1.0,0,6,1,1,53,-245.41176,5.667541499247971
5415,250.31999,-4.2506561,1.0,1,6,1,0,0,-250.31999,2.8337707007520283
5416,255.22823,-4.2506561,1.0,0,6,1,0,17,-255.22823,5.667541499247971
5417,260.13647,-4.2506561,1.0,1,6,1,0,53,-260.13647,2.8337707007520283
5418,265.04471,-4.2506561,1.0,0,6,1,0,62,-265.04471,5.667541499247971
5419,269.95294,-4.2506561,1.0,1,6,1,0,67,-269.95294,2.8337707007520283
5420,-269.95294,-12.751969,1.0,0,8,2,0,62,269.95294,14.168854399247973
5421,-265.04471,-12.751969,1.0,1,8,2,0,59,265.04471,11.335083600752029
5422,-260.13647,-12.751969,1.0,0,8,2,0,50,260.13647,14.168854399247973
5423,-255.22823,-12.751969,1.0,1,8,2,0,37,255.22823,11.335083600752029
5424,-250.31999,-12.751969,1.0,0,8,2,0,38,250.31999,14.168854399247973
5425,-245.41176,-12.751969,1.0,1,8,2,0,36,245.41176,11.335083600752029
5426,-240.50352,-12.751969,1.0,0,8,2,0,32,240.50352,14.168854399247973
5427,-235.59529,-12.751969,1.0,1,8,2,0,30,235.59529,11.335083600752029
5428,-230.68706,-12.751969,1.0,0,8,2,0,26,230.68706,14.168854399247973
5429,-225.77882,-12.751969,1.0,1,8,2,0,21,225.77882,11.335083600752029
5430,-220.87057,-12.751969,1.0,0,8,2,0,15,220.87057,14.168854399247973
5431,-215.96234,-12.751969,1.0,1,8,2,1,17,215.96234,11.335083600752029
5432,-211.05411,-12.751969,1.0,0,8,3,1,50,211.05411,14.168854399247973
5433,-206.14587,-12.751969,1.0,1,8,3,1,43,206.14587,11.335083600752029
5434,-201.23764,-12.751969,1.0,0,8,2,2,50,201.23764,14.168854399247973
5435,-196.32941,-12.751969,1.0,1,8,2,2,48,196.32941,11.335083600752029
5436,-191.42117,-12.751969,1.0,0,8,2,2,39,191.42117,14.168854399247973
5437,-186.51294,-12.751969,1.0,1,8,2,2,33,186.51294,11.335083600752029
5438,-181.60471,-12.751969,1.0,0,8,2,2,27,181.60471,14.168854399247973
5439,-176.69647,-12.751969,1.0,1,8,2,2,20,176.69647,11.335083600752029
5440,-171.78822,-12.751969,1.0,0,8,2,2,12,171.78822,14.168854399247973
5441,-166.87999,-12.751969,1.0,1,8,2,2,7,166.87999,11.335083600752029
5442,-161.97176,-12.751969,1.0,0,8,2,3,48,161.97176,14.168854399247973
5443,-157.06352,-12.751969,1.0,1,8,2,3,43,157.06352,11.335083600752029
5444,-152.15529,-12.751969,1.0,0,8,2,3,49,152.15529,14.168854399247973
5445,-149.70117,-10.626641,0.5,1,8,2,3,63,149.70117,9.918198300376014
5446,-147.24706,-10.626641,0.5,0,8,2,3,59,147.24706,11.335083699623985
5447,-147.24706,-14.877297,0.5,1,8,2,3,12,147.24706,14.168854300376015
5448,-144.79294,-10.626641,0.5,1,8,2,3,52,144.79294,9.918198300376014
5449,-144.79294,-14.877297,0.5,0,8,2,3,7,144.79294,15.585739699623986
5450,-142.33882,-14.877297,0.5,1,8,2,3,44,142.33882,14.168854300376015
5451,-142.33882,-10.626641,0.5,0,8,2,3,46,142.33882,11.335083699623985
5452,-139.8847,-14.877297,0.5,0,8,2,3,40,139.8847,15.585739699623986
5453,-139.8847,-10.626641,0.5,1,8,2,3,41,139.8847,9.918198300376014
5454,-137.43059,-10.626641,0.5,0,8,2,3,17,137.43059,11.335083699623985
5455,-137.43059,-14.877297,0.5,1,8,2,3,34,137.43059,14.168854300376015
5456,-134.97647,-10.626641,0.5,1,8,2,3,13,134.97647,9.918198300376014
5457,-134.97647,-14.877297,0.5,0,4,1,1,47,134.97647,15.585739699623986
5458,-132.52235,-14.877297,0.5,1,8,2,3,26,132.52235,14.168854300376015
5459,-132.52235,-10.626641,0.5,0,8,2,3,8,132.52235,11.335083699623985
5460,-130.06824,-14.877297,0.5,0,4,1,0,52,130.06824,15.585739699623986
5461,-130.06824,-10.626641,0.5,1,8,3,3,50,130.06824,9.918198300376014
5462,-127.61411,-10.626641,0.5,0,8,3,3,46,127.61411,11.335083699623985
5463,-127.61411,-14.877297,0.5,1,4,1,0,39,127.61411,14.168854300376015
5464,-125.16,-10.626641,0.5,1,8,3,3,41,125.16,9.918198300376014
5465,-125.16,-14.877297,0.5,0,4,1,0,31,125.16,15.585739699623986
5466,-122.70588,-14.877297,0.5,1,4,1,0,25,122.70588,14.168854300376015
5467,-122.70588,-10.626641,0.5,0,8,3,3,35,122.70588,11.335083699623985
5468,-120.25176,-14.877297,0.5,0,4,1,0,16,120.25176,15.585739699623986
5469,-120.25176,-10.626641,0.5,1,8,3,3,27,120.25176,9.918198300376014
5470,-117.79765,-10.626641,0.5,0,4,1,1,36,117.79765,11.335083699623985
5471,-117.79765,-14.877297,0.5,1,4,1,0,40,117.79765,14.168854300376015
5472,-115.34353,-10.626641,0.5,1,4,1,0,54,115.34353,9.918198300376014
5473,-115.34353,-14.877297,0.5,0,4,1,0,32,115.34353,15.585739699623986
5474,-112.88941,-14.877297,0.5,1,4,1,0,2,112.88941,14.168854300376015
5475,-112.88941,-10.626641,0.5,0,4,1,0,41,112.88941,11.335083699623985
5476,-110.43529,-14.877297,0.5,0,4,1,0,6,110.43529,15.585739699623986
5477,-110.43529,-10.626641,0.5,1,4,1,1,60,110.43529,9.918198300376014
5478,-107.98117,-10.626641,0.5,0,4,1,1,62,107.98117,11.335083699623985
5479,-107.98117,-14.877297,0.5,1,4,1,0,10,107.98117,14.168854300376015
