pad,x,y,scale,direction,cobo,asad,aget,channel,cy,cx
329,-144.79294,14.877297,0.5,1,8,3,3,49,144.79294,-15.585739699623986
330,-142.33882,14.877297,0.5,0,8,3,3,53,142.33882,-14.168854300376015
331,-142.33882,10.626641,0.5,1,8,3,2,20,142.33882,-11.335083699623985
332,-139.8847,14.877297,0.5,1,8,3,3,62,139.8847,-15.585739699623986
333,-139.8847,10.626641,0.5,0,8,3,3,24,139.8847,-9.918198300376014
334,-137.43059,10.626641,0.5,1,8,3,3,21,137.43059,-11.335083699623985
335,-137.43059,14.877297,0.5,0,8,3,3,66,137.43059,-14.168854300376015
336,-134.97647,10.626641,0.5,0,8,3,3,17,134.97647,-9.918198300376014
337,-134.97647,14.877297,0.5,1,8,3,2,2,134.97647,-15.585739699623986
338,-132.52235,14.877297,0.5,0,8,3,2,8,132.52235,-14.168854300376015
339,-132.52235,10.626641,0.5,1,8,3,3,13,132.52235,-11.335083699623985
340,-130.06824,14.877297,0.5,1,8,3,2,13,130.06824,-15.585739699623986
341,-130.06824,10.626641,0.5,0,8,3,3,6,130.06824,-9.918198300376014
342,-127.61411,10.626641,0.5,1,8,3,3,2,127.61411,-11.335083699623985
343,-127.61411,14.877297,0.5,0,2,0,0,63,127.61411,-14.168854300376015
344,-125.16,10.626641,0.5,0,8,3,3,30,125.16,-9.918198300376014
345,-125.16,14.877297,0.5,1,2,0,0,57,125.16,-15.585739699623986
346,-122.70588,14.877297,0.5,0,2,0,0,54,122.70588,-14.168854300376015
347,-122.70588,10.626641,0.5,1,8,3,3,34,122.70588,-11.335083699623985
348,-120.25176,14.877297,0.5,1,2,0,0,50,120.25176,-15.585739699623986
349,-120.25176,10.626641,0.5,0,8,3,3,38,120.25176,-9.918198300376014
350,-117.79765,10.626641,0.5,1,8,3,3,44,117.79765,-11.335083699623985
351,-117.79765,14.877297,0.5,0,2,0,0,46,117.79765,-14.168854300376015
352,-115.34353,10.626641,0.5,0,2,0,0,43,115.34353,-9.918198300376014
353,-115.34353,14.877297,0.5,1,2,0,0,39,115.34353,-15.585739699623986
354,-112.88941,14.877297,0.5,0,2,0,0,35,112.88941,-14.168854300376015
355,-112.88941,10.626641,0.5,1,2,0,0,37,112.88941,-11.335083699623985
356,-110.43529,14.877297,0.5,1,2,0,0,27,110.43529,-15.585739699623986
357,-110.43529,10.626641,0.5,0,2,0,0,31,110.43529,-9.918198300376014
358,-107.98117,10.626641,0.5,1,2,0,0,25,107.98117,-11.335083699623985
359,-107.98117,14.877297,0.5,0,2,0,0,64,107.98117,-14.168854300376015
360,-105.52705,10.626641,0.5,0,2,0,0,62,105.52705,-9.918198300376014
361,-105.52705,14.877297,0.5,1,2,0,0,60,105.52705,-15.585739699623986
362,-103.07294,14.877297,0.5,0,2,0,1,31,103.07294,-14.168854300376015
363,-103.07294,10.626641,0.5,1,4,1,1,55,103.07294,-11.335083699623985
364,-100.61882,14.877297,0.5,1,2,0,1,25,100.61882,-15.585739699623986
365,-100.61882,10.626641,0.5,0,2,0,1,61,100.61882,-9.918198300376014
366,-98.164703,10.626641,0.5,1,2,0,1,41,98.164703,-11.335083699623985
367,-98.164703,14.877297,0.5,0,2,0,0,30,98.164703,-14.168854300376015
368,-95.710587,10.626641,0.5,0,2,0,1,29,95.710587,-9.918198300376014
369,-95.710587,14.877297,0.5,1,2,0,0,2,95.710587,-15.585739699623986
370,-93.25647,14.877297,0.5,0,2,0,1,40,93.25647,-14.168854300376015
371,-93.25647,10.626641,0.5,1,2,0,0,32,93.25647,-11.335083699623985
372,-90.802353,14.877297,0.5,1,2,0,2,43,90.802353,-15.585739699623986
373,-90.802353,10.626641,0.5,0,2,0,0,10,90.802353,-9.918198300376014
374,-88.348236,10.626641,0.5,1,2,0,0,0,88.348236,-11.335083699623985
375,-88.348236,14.877297,0.5,0,2,0,2,35,88.348236,-14.168854300376015
376,-85.894112,10.626641,0.5,0,2,0,1,49,85.894112,-9.918198300376014
377,-85.894112,14.877297,0.5,1,2,0,2,27,85.894112,-15.585739699623986
378,-83.439995,14.877297,0.5,0,2,0,2,20,83.439995,-14.168854300376015
379,-83.439995,10.626641,0.5,1,2,0,1,36,83.439995,-11.335083699623985
380,-80.985878,14.877297,0.5,1,2,0,2,14,80.985878,-15.585739699623986
381,-80.985878,10.626641,0.5,0,2,0,1,26,80.985878,-9.918198300376014
382,-78.531761,10.626641,0.5,1,2,0,2,1,78.531761,-11.335083699623985
383,-78.531761,14.877297,0.5,0,2,0,2,5,78.531761,-14.168854300376015
384,-76.077644,10.626641,0.5,0,2,0,3,61,76.077644,-9.918198300376014
385,-76.077644,14.877297,0.5,1,2,0,3,67,76.077644,-15.585739699623986
386,-73.623528,14.877297,0.5,0,2,0,3,60,73.623528,-14.168854300376015
387,-73.623528,10.626641,0.5,1,2,0,3,54,73.623528,-11.335083699623985
388,-71.169411,14.877297,0.5,1,2,0,3,51,71.169411,-15.585739699623986
389,-71.169411,10.626641,0.5,0,2,0,3,46,71.169411,-9.918198300376014
390,-68.715294,10.626641,0.5,1,2,0,3,41,68.715294,-11.335083699623985
391,-68.715294,14.877297,0.5,0,2,0,3,44,68.715294,-14.168854300376015
392,-66.261177,10.626641,0.5,0,2,0,3,31,66.261177,-9.918198300376014
393,-66.261177,14.877297,0.5,1,2,0,3,36,66.261177,-15.585739699623986
394,-63.807056,14.877297,0.5,0,2,0,3,28,63.807056,-14.168854300376015
395,-63.807056,10.626641,0.5,1,2,0,3,25,63.807056,-11.335083699623985
396,-61.35294,14.877297,0.5,1,2,0,3,21,61.35294,-15.585739699623986
397,-61.35294,10.626641,0.5,0,2,0,3,18,61.35294,-9.918198300376014
398,-58.898823,10.626641,0.5,1,2,0,3,10,58.898823,-11.335083699623985
399,-58.898823,14.877297,0.5,0,2,0,3,17,58.898823,-14.168854300376015
400,-56.444706,10.626641,0.5,0,2,0,3,8,56.444706,-9.918198300376014
401,-56.444706,14.877297,0.5,1,2,0,3,6,56.444706,-15.585739699623986
402,-53.990585,14.877297,0.5,0,2,0,3,4,53.990585,-14.168854300376015
403,-53.990585,10.626641,0.5,1,2,0,3,5,53.990585,-11.335083699623985
404,-51.536469,14.877297,0.5,1,2,0,3,2,51.536469,-15.585739699623986
405,-51.536469,10.626641,0.5,0,2,0,3,0,51.536469,-9.918198300376014
406,-49.082352,10.626641,0.5,1,2,0,2,63,49.082352,-11.335083699623985
407,-49.082352,14.877297,0.5,0,2,0,3,19,49.082352,-14.168854300376015
408,-46.628235,10.626641,0.5,0,2,0,2,47,46.628235,-9.918198300376014
409,-46.628235,14.877297,0.5,1,2,1,2,66,46.628235,-15.585739699623986
410,-44.174118,14.877297,0.5,0,2,1,2,60,44.174118,-14.168854300376015
411,-44.174118,10.626641,0.5,1,2,0,2,24,44.174118,-11.335083699623985
412,-41.719997,14.877297,0.5,1,2,1,2,53,41.719997,-15.585739699623986
413,-41.719997,10.626641,0.5,0,2,0,1,28,41.719997,-9.918198300376014
414,-39.265881,10.626641,0.5,1,2,0,3,32,39.265881,-11.335083699623985
415,-39.265881,14.877297,0.5,0,2,1,2,51,39.265881,-14.168854300376015
416,-36.811764,10.626641,0.5,0,2,0,3,13,36.811764,-9.918198300376014
417,-36.811764,14.877297,0.5,1,2,1,2,16,36.811764,-15.585739699623986
418,-34.357647,14.877297,0.5,0,2,1,2,14,34.357647,-14.168854300376015
419,-34.357647,10.626641,0.5,1,2,1,2,40,34.357647,-11.335083699623985
420,-31.903528,14.877297,0.5,1,2,1,1,4,31.903528,-15.585739699623986
421,-31.903528,10.626641,0.5,0,2,1,2,38,31.903528,-9.918198300376014
422,-29.449411,10.626641,0.5,1,2,1,2,36,29.449411,-11.335083699623985
423,-29.449411,14.877297,0.5,0,2,1,2,12,29.449411,-14.168854300376015
424,-26.995293,10.626641,0.5,0,2,1,3,63,26.995293,-9.918198300376014
425,-26.995293,14.877297,0.5,1,2,1,2,7,26.995293,-15.585739699623986
426,-24.541176,14.877297,0.5,0,2,1,2,5,24.541176,-14.168854300376015
427,-24.541176,10.626641,0.5,1,2,1,3,57,24.541176,-11.335083699623985
428,-22.087059,14.877297,0.5,1,2,1,3,47,22.087059,-15.585739699623986
429,-22.087059,10.626641,0.5,0,2,1,3,54,22.087059,-9.918198300376014
430,-19.63294,10.626641,0.5,1,2,1,3,41,19.63294,-11.335083699623985
431,-19.63294,14.877297,0.5,0,2,1,3,44,19.63294,-14.168854300376015
432,-17.178823,10.626641,0.5,0,2,1,3,35,17.178823,-9.918198300376014
433,-17.178823,14.877297,0.5,1,2,1,3,29,17.178823,-15.585739699623986
434,-14.724706,14.877297,0.5,0,2,1,3,12,14.724706,-14.168854300376015
435,-14.724706,10.626641,0.5,1,2,1,3,31,14.724706,-11.335083699623985
436,-12.270588,14.877297,0.5,1,2,1,3,19,12.270588,-15.585739699623986
437,-12.270588,10.626641,0.5,0,2,1,3,9,12.270588,-9.918198300376014
438,-9.8164701,10.626641,0.5,1,2,1,3,15,9.8164701,-11.335083699623985
439,-9.8164701,14.877297,0.5,0,2,1,3,28,9.8164701,-14.168854300376015
440,-7.3623528,10.626641,0.5,0,9,2,0,27,7.3623528,-9.918198300376014
441,-7.3623528,14.877297,0.5,1,0,0,2,28,7.3623528,-15.585739699623986
442,-4.9082351,14.877297,0.5,0,0,0,3,62,4.9082351,-14.168854300376015
443,-4.9082351,10.626641,0.5,1,0,0,3,58,4.9082351,-11.335083699623985
444,-2.4541175,14.877297,0.5,1,0,0,3,38,2.4541175,-15.585739699623986
445,-2.4541175,10.626641,0.5,0,0,0,3,36,2.4541175,-9.918198300376014
446,0.0,10.626641,0.5,1,0,0,3,24,-0.0,-11.335083699623985
447,0.0,14.877297,0.5,0,0,1,3,23,-0.0,-14.168854300376015
448,2.4541175,10.626641,0.5,0,0,1,3,35,-2.4541175,-9.918198300376014
449,2.4541175,14.877297,0.5,1,0,1,3,37,-2.4541175,-15.585739699623986
450,4.9082351,14.877297,0.5,0,0,1,3,61,-4.9082351,-14.168854300376015
451,4.9082351,10.626641,0.5,1,0,1,3,57,-4.9082351,-11.335083699623985
452,7.3623528,14.877297,0.5,1,0,1,2,27,-7.3623528,-15.585739699623986
453,7.3623528,10.626641,0.5,0,5,1,0,28,-7.3623528,-9.918198300376014
454,9.8164701,10.626641,0.5,1,0,2,3,14,-9.8164701,-11.335083699623985
455,9.8164701,14.877297,0.5,0,0,2,3,27,-9.8164701,-14.168854300376015
456,12.270588,10.626641,0.5,0,0,2,3,10,-12.270588,-9.918198300376014
457,12.270588,14.877297,0.5,1,0,2,3,18,-12.270588,-15.585739699623986
458,14.724706,14.877297,0.5,0,0,2,3,13,-14.724706,-14.168854300376015
459,14.724706,10.626641,0.5,1,0,2,3,32,-14.724706,-11.335083699623985
460,17.178823,14.877297,0.5,1,0,2,3,30,-17.178823,-15.585739699623986
461,17.178823,10.626641,0.5,0,0,2,3,36,-17.178823,-9.918198300376014
462,19.63294,10.626641,0.5,1,0,2,3,42,-19.63294,-11.335083699623985
463,19.63294,14.877297,0.5,0,0,2,3,43,-19.63294,-14.168854300376015
464,22.087059,10.626641,0.5,0,0,2,3,55,-22.087059,-9.918198300376014
465,22.087059,14.877297,0.5,1,0,2,3,46,-22.087059,-15.585739699623986
466,24.541176,14.877297,0.5,0,0,2,2,6,-24.541176,-14.168854300376015
467,24.541176,10.626641,0.5,1,0,2,3,58,-24.541176,-11.335083699623985
468,26.995293,14.877297,0.5,1,0,2,2,8,-26.995293,-15.585739699623986
469,26.995293,10.626641,0.5,0,0,2,3,64,-26.995293,-9.918198300376014
470,29.449411,10.626641,0.5,1,0,2,2,35,-29.449411,-11.335083699623985
471,29.449411,14.877297,0.5,0,0,2,2,13,-29.449411,-14.168854300376015
472,31.903528,10.626641,0.5,0,0,2,2,37,-31.903528,-9.918198300376014
473,31.903528,14.877297,0.5,1,0,2,1,3,-31.903528,-15.585739699623986
474,34.357647,14.877297,0.5,0,0,2,2,15,-34.357647,-14.168854300376015
475,34.357647,10.626641,0.5,1,0,2,2,39,-34.357647,-11.335083699623985
476,36.811764,14.877297,0.5,1,0,2,2,17,-36.811764,-15.585739699623986
477,36.811764,10.626641,0.5,0,0,3,3,12,-36.811764,-9.918198300376014
478,39.265881,10.626641,0.5,1,0,3,3,31,-39.265881,-11.335083699623985
479,39.265881,14.877297,0.5,0,0,2,2,50,-39.265881,-14.168854300376015
480,41.719997,10.626641,0.5,0,0,3,1,27,-41.719997,-9.918198300376014
481,41.719997,14.877297,0.5,1,0,2,2,52,-41.719997,-15.585739699623986
482,44.174118,14.877297,0.5,0,0,2,2,59,-44.174118,-14.168854300376015
483,44.174118,10.626641,0.5,1,0,3,2,23,-44.174118,-11.335083699623985
484,46.628235,14.877297,0.5,1,0,2,2,65,-46.628235,-15.585739699623986
485,46.628235,10.626641,0.5,0,0,3,2,46,-46.628235,-9.918198300376014
486,49.082352,10.626641,0.5,1,0,3,2,64,-49.082352,-11.335083699623985
487,49.082352,14.877297,0.5,0,0,3,3,18,-49.082352,-14.168854300376015
488,51.536469,10.626641,0.5,0,0,3,3,0,-51.536469,-9.918198300376014
489,51.536469,14.877297,0.5,1,0,3,3,1,-51.536469,-15.585739699623986
490,53.990585,14.877297,0.5,0,0,3,3,3,-53.990585,-14.168854300376015
491,53.990585,10.626641,0.5,1,0,3,3,6,-53.990585,-11.335083699623985
492,56.444706,14.877297,0.5,1,0,3,3,5,-56.444706,-15.585739699623986
493,56.444706,10.626641,0.5,0,0,3,3,7,-56.444706,-9.918198300376014
494,58.898823,10.626641,0.5,1,0,3,3,9,-58.898823,-11.335083699623985
495,58.898823,14.877297,0.5,0,0,3,3,16,-58.898823,-14.168854300376015
496,61.35294,10.626641,0.5,0,0,3,3,19,-61.35294,-9.918198300376014
497,61.35294,14.877297,0.5,1,0,3,3,20,-61.35294,-15.585739699623986
498,63.807056,14.877297,0.5,0,0,3,3,27,-63.807056,-14.168854300376015
499,63.807056,10.626641,0.5,1,0,3,3,26,-63.807056,-11.335083699623985
500,66.261177,14.877297,0.5,1,0,3,3,35,-66.261177,-15.585739699623986
501,66.261177,10.626641,0.5,0,0,3,3,32,-66.261177,-9.918198300376014
502,68.715294,10.626641,0.5,1,0,3,3,42,-68.715294,-11.335083699623985
503,68.715294,14.877297,0.5,0,0,3,3,43,-68.715294,-14.168854300376015
504,71.169411,10.626641,0.5,0,0,3,3,47,-71.169411,-9.918198300376014
505,71.169411,14.877297,0.5,1,0,3,3,50,-71.169411,-15.585739699623986
506,73.623528,14.877297,0.5,0,0,3,3,59,-73.623528,-14.168854300376015
507,73.623528,10.626641,0.5,1,0,3,3,55,-73.623528,-11.335083699623985
508,76.077644,14.877297,0.5,1,0,3,2,0,-76.077644,-15.585739699623986
509,76.077644,10.626641,0.5,0,0,3,3,62,-76.077644,-9.918198300376014
510,78.531761,10.626641,0.5,1,0,3,2,2,-78.531761,-11.335083699623985
511,78.531761,14.877297,0.5,0,0,3,2,6,-78.531761,-14.168854300376015
512,80.985878,10.626641,0.5,0,0,3,1,25,-80.985878,-9.918198300376014
513,80.985878,14.877297,0.5,1,0,3,2,15,-80.985878,-15.585739699623986
514,83.439995,14.877297,0.5,0,0,3,2,21,-83.439995,-14.168854300376015
515,83.439995,10.626641,0.5,1,0,3,1,35,-83.439995,-11.335083699623985
516,85.894112,14.877297,0.5,1,0,3,2,28,-85.894112,-15.585739699623986
517,85.894112,10.626641,0.5,0,0,3,1,48,-85.894112,-9.918198300376014
518,88.348236,10.626641,0.5,1,0,3,1,67,-88.348236,-11.335083699623985
519,88.348236,14.877297,0.5,0,0,3,2,36,-88.348236,-14.168854300376015
520,90.802353,10.626641,0.5,0,0,3,0,9,-90.802353,-9.918198300376014
521,90.802353,14.877297,0.5,1,0,3,2,44,-90.802353,-15.585739699623986
522,93.25647,14.877297,0.5,0,0,3,1,39,-93.25647,-14.168854300376015
523,93.25647,10.626641,0.5,1,0,3,0,31,-93.25647,-11.335083699623985
524,95.710587,14.877297,0.5,1,0,3,0,1,-95.710587,-15.585739699623986
525,95.710587,10.626641,0.5,0,0,3,1,30,-95.710587,-9.918198300376014
526,98.164703,10.626641,0.5,1,0,3,1,42,-98.164703,-11.335083699623985
527,98.164703,14.877297,0.5,0,0,3,0,29,-98.164703,-14.168854300376015
528,100.61882,10.626641,0.5,0,0,3,1,62,-100.61882,-9.918198300376014
529,100.61882,14.877297,0.5,1,0,3,1,26,-100.61882,-15.585739699623986
530,103.07294,14.877297,0.5,0,0,3,1,32,-103.07294,-14.168854300376015
531,103.07294,10.626641,0.5,1,3,0,1,54,-103.07294,-11.335083699623985
532,105.52705,14.877297,0.5,1,0,3,0,59,-105.52705,-15.585739699623986
533,105.52705,10.626641,0.5,0,0,3,0,61,-105.52705,-9.918198300376014
534,107.98117,10.626641,0.5,1,0,3,0,26,-107.98117,-11.335083699623985
535,107.98117,14.877297,0.5,0,0,3,0,63,-107.98117,-14.168854300376015
536,110.43529,10.626641,0.5,0,0,3,0,32,-110.43529,-9.918198300376014
537,110.43529,14.877297,0.5,1,0,3,0,28,-110.43529,-15.585739699623986
538,112.88941,14.877297,0.5,0,0,3,0,36,-112.88941,-14.168854300376015
539,112.88941,10.626641,0.5,1,0,3,0,38,-112.88941,-11.335083699623985
540,115.34353,14.877297,0.5,1,0,3,0,40,-115.34353,-15.585739699623986
541,115.34353,10.626641,0.5,0,0,3,0,44,-115.34353,-9.918198300376014
542,117.79765,10.626641,0.5,1,6,0,3,43,-117.79765,-11.335083699623985
543,117.79765,14.877297,0.5,0,0,3,0,47,-117.79765,-14.168854300376015
544,120.25176,10.626641,0.5,0,6,0,3,37,-120.25176,-9.918198300376014
545,120.25176,14.877297,0.5,1,0,3,0,51,-120.25176,-15.585739699623986
546,122.70588,14.877297,0.5,0,0,3,0,55,-122.70588,-14.168854300376015
547,122.70588,10.626641,0.5,1,6,0,3,33,-122.70588,-11.335083699623985
548,125.16,14.877297,0.5,1,0,3,0,58,-125.16,-15.585739699623986
549,125.16,10.626641,0.5,0,6,0,3,29,-125.16,-9.918198300376014
550,127.61411,10.626641,0.5,1,6,0,3,1,-127.61411,-11.335083699623985
551,127.61411,14.877297,0.5,0,0,3,0,64,-127.61411,-14.168854300376015
552,130.06824,10.626641,0.5,0,6,0,3,5,-130.06824,-9.918198300376014
553,130.06824,14.877297,0.5,1,6,0,2,12,-130.06824,-15.585739699623986
554,132.52235,14.877297,0.5,0,6,0,2,7,-132.52235,-14.168854300376015
555,132.52235,10.626641,0.5,1,6,0,3,12,-132.52235,-11.335083699623985
556,134.97647,14.877297,0.5,1,6,0,2,1,-134.97647,-15.585739699623986
557,134.97647,10.626641,0.5,0,6,0,3,16,-134.97647,-9.918198300376014
558,137.43059,10.626641,0.5,1,6,0,3,20,-137.43059,-11.335083699623985
559,137.43059,14.877297,0.5,0,6,0,3,65,-137.43059,-14.168854300376015
560,139.8847,10.626641,0.5,0,6,0,3,23,-139.8847,-9.918198300376014
561,139.8847,14.877297,0.5,1,6,0,3,61,-139.8847,-15.585739699623986
562,142.33882,14.877297,0.5,0,6,0,3,52,-142.33882,-14.168854300376015
563,142.33882,10.626641,0.5,1,6,0,2,21,-142.33882,-11.335083699623985
564,144.79294,14.877297,0.5,1,6,0,3,48,-144.79294,-15.585739699623986
565,144.79294,10.626641,0.5,0,6,0,2,48,-144.79294,-9.918198300376014
566,147.24706,10.626641,0.5,1,6,0,1,0,-147.24706,-11.335083699623985
567,147.24706,14.877297,0.5,0,6,0,3,50,-147.24706,-14.168854300376015
568,149.70117,10.626641,0.5,0,6,0,2,43,-149.70117,-9.918198300376014
569,152.15529,12.751969,1.0,1,6,0,1,2,-152.15529,-14.168854399247973
570,157.06352,12.751969,1.0,0,6,0,2,29,-157.06352,-11.335083600752029
571,161.97176,12.751969,1.0,1,6,0,3,35,-161.97176,-14.168854399247973
572,166.87999,12.751969,1.0,0,6,0,3,67,-166.87999,-11.335083600752029
573,171.78822,12.751969,1.0,1,6,0,3,2,-171.78822,-14.168854399247973
574,176.69647,12.751969,1.0,0,6,0,3,6,-176.69647,-11.335083600752029
575,181.60471,12.751969,1.0,1,6,0,3,24,-181.60471,-14.168854399247973
576,186.51294,12.751969,1.0,0,6,0,3,38,-186.51294,-11.335083600752029
577,191.42117,12.751969,1.0,1,6,0,3,55,-191.42117,-14.168854399247973
578,196.32941,12.751969,1.0,0,6,0,2,2,-196.32941,-11.335083600752029
579,201.23764,12.751969,1.0,1,6,0,2,19,-201.23764,-14.168854399247973
580,206.14587,12.751969,1.0,0,6,0,2,36,-206.14587,-11.335083600752029
581,211.05411,12.751969,1.0,1,6,0,2,51,-211.05411,-14.168854399247973
582,215.96234,12.751969,1.0,0,6,0,2,66,-215.96234,-11.335083600752029
583,220.87057,12.751969,1.0,1,6,0,1,9,-220.87057,-14.168854399247973
584,225.77882,12.751969,1.0,0,6,0,1,13,-225.77882,-11.335083600752029
585,230.68706,12.751969,1.0,1,6,0,1,15,-230.68706,-14.168854399247973
586,235.59529,12.751969,1.0,0,6,0,1,24,-235.59529,-11.335083600752029
587,240.50352,12.751969,1.0,1,6,0,1,40,-240.50352,-14.168854399247973
588,245.41176,12.751969,1.0,0,6,1,1,54,-245.41176,-11.335083600752029
589,250.31999,12.751969,1.0,1,6,1,0,1,-250.31999,-14.168854399247973
590,255.22823,12.751969,1.0,0,6,1,0,18,-255.22823,-11.335083600752029
591,260.13647,12.751969,1.0,1,6,1,0,33,-260.13647,-14.168854399247973
592,265.04471,12.751969,1.0,0,6,1,0,50,-265.04471,-11.335083600752029
593,269.95294,12.751969,1.0,1,6,1,0,65,-269.95294,-14.168854399247973
594,-269.95294,21.253283,1.0,0,8,3,0,67,269.95294,-19.83639760075203
595,-265.04471,21.253283,1.0,1,8,3,0,52,265.04471,-22.67016839924797
596,-260.13647,21.253283,1.0,0,8,3,0,35,260.13647,-19.83639760075203
597,-255.22823,21.253283,1.0,1,8,3,0,20,255.22823,-22.67016839924797
598,-250.31999,21.253283,1.0,0,8,3,0,3,250.31999,-19.83639760075203
599,-245.41176,21.253283,1.0,1,8,3,1,57,245.41176,-22.67016839924797
600,-240.50352,21.253283,1.0,0,8,3,1,42,240.50352,-19.83639760075203
601,-235.59529,21.253283,1.0,1,8,3,1,28,235.59529,-22.67016839924797
602,-230.68706,21.253283,1.0,0,8,3,1,10,230.68706,-19.83639760075203
603,-225.77882,21.253283,1.0,1,8,3,1,13,225.77882,-22.67016839924797
604,-220.87057,21.253283,1.0,0,8,3,1,8,220.87057,-19.83639760075203
605,-215.96234,21.253283,1.0,1,8,3,1,0,215.96234,-22.67016839924797
606,-211.05411,21.253283,1.0,0,8,3,2,51,211.05411,-19.83639760075203
607,-206.14587,21.253283,1.0,1,8,3,2,36,206.14587,-22.67016839924797
608,-201.23764,21.253283,1.0,0,8,3,2,19,201.23764,-19.83639760075203
609,-196.32941,21.253283,1.0,1,8,3,2,4,196.32941,-22.67016839924797
610,-191.42117,21.253283,1.0,0,8,3,3,58,191.42117,-19.83639760075203
611,-186.51294,21.253283,1.0,1,8,3,3,40,186.51294,-22.67016839924797
612,-181.60471,21.253283,1.0,0,8,3,3,26,181.60471,-19.83639760075203
613,-176.69647,21.253283,1.0,1,8,3,3,8,176.69647,-22.67016839924797
614,-171.78822,21.253283,1.0,0,8,3,3,0,171.78822,-19.83639760075203
615,-166.87999,21.253283,1.0,1,8,3,2,48,166.87999,-22.67016839924797
616,-161.97176,21.253283,1.0,0,8,3,2,63,161.97176,-19.83639760075203
617,-157.06352,21.253283,1.0,1,8,2,2,6,157.06352,-22.67016839924797
618,-152.15529,21.253283,1.0,0,8,2,3,64,152.15529,-19.83639760075203
619,-147.24706,21.253283,1.0,1,8,3,2,28,147.24706,-22.67016839924797
620,-144.79294,19.127953,0.5,0,8,3,2,17,144.79294,-18.419510300376015
621,-142.33882,19.127953,0.5,1,8,3,2,24,142.33882,-19.83639569962399
622,-142.33882,23.378611,0.5,0,8,3,2,55,142.33882,-22.670168300376012
623,-139.8847,19.127953,0.5,0,8,3,2,32,139.8847,-18.419510300376015
624,-139.8847,23.378611,0.5,1,8,3,2,58,139.8847,-24.087053699623986
625,-137.43059,23.378611,0.5,0,8,3,2,60,137.43059,-22.670168300376012
626,-137.43059,19.127953,0.5,1,8,3,2,38,137.43059,-19.83639569962399
627,-134.97647,23.378611,0.5,1,8,3,2,62,134.97647,-24.087053699623986
628,-134.97647,19.127953,0.5,0,8,3,2,42,134.97647,-18.419510300376015
629,-132.52235,19.127953,0.5,1,8,3,2,47,132.52235,-19.83639569962399
630,-132.52235,23.378611,0.5,0,8,3,2,64,132.52235,-22.670168300376012
631,-130.06824,19.127953,0.5,0,8,3,2,53,130.06824,-18.419510300376015
632,-130.06824,23.378611,0.5,1,8,3,2,66,130.06824,-24.087053699623986
633,-127.61411,23.378611,0.5,0,2,0,0,59,127.61411,-22.670168300376012
634,-127.61411,19.127953,0.5,1,2,0,0,67,127.61411,-19.83639569962399
635,-125.16,23.378611,0.5,1,2,0,1,67,125.16,-24.087053699623986
636,-125.16,19.127953,0.5,0,2,0,0,61,125.16,-18.419510300376015
637,-122.70588,19.127953,0.5,1,2,0,0,52,122.70588,-19.83639569962399
638,-122.70588,23.378611,0.5,0,2,0,1,63,122.70588,-22.670168300376012
639,-120.25176,19.127953,0.5,0,2,0,0,48,120.25176,-18.419510300376015
640,-120.25176,23.378611,0.5,1,2,0,1,37,120.25176,-24.087053699623986
641,-117.79765,23.378611,0.5,0,2,0,1,52,117.79765,-22.670168300376012
642,-117.79765,19.127953,0.5,1,2,0,0,41,117.79765,-19.83639569962399
643,-115.34353,23.378611,0.5,1,2,0,1,23,115.34353,-24.087053699623986
644,-115.34353,19.127953,0.5,0,2,0,0,33,115.34353,-18.419510300376015
645,-112.88941,19.127953,0.5,1,2,0,0,9,112.88941,-19.83639569962399
646,-112.88941,23.378611,0.5,0,2,0,1,16,112.88941,-22.670168300376012
647,-110.43529,19.127953,0.5,0,2,0,0,20,110.43529,-18.419510300376015
648,-110.43529,23.378611,0.5,1,2,0,1,14,110.43529,-24.087053699623986
649,-107.98117,23.378611,0.5,0,2,0,1,12,107.98117,-22.670168300376012
650,-107.98117,19.127953,0.5,1,2,0,0,58,107.98117,-19.83639569962399
651,-105.52705,23.378611,0.5,1,2,0,0,24,105.52705,-24.087053699623986
